"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.092374173E2,-7.434676920E0,1.092514462E2,6.997489168E1,2.042373735E-1,1.024567993E2,1.168556417E1,1.054821451E1
2.102374161E2,-7.434680617E0,1.092514473E2,7.074804491E1,5.804147808E-1,NaN,1.137908354E1,9.520655216E0
2.112374152E2,-7.434683284E0,1.092514501E2,7.051372188E1,2.830641095E-1,1.030947243E2,1.102369108E1,9.510727775E0
2.122374145E2,-7.434684944E0,1.092514481E2,7.058587611E1,2.677518514E-1,1.030947224E2,1.088800088E1,8.944023670E0
2.132374127E2,-7.434683658E0,1.092514384E2,7.030890777E1,9.321424240E-2,1.030947227E2,1.088800086E1,7.979819308E0
2.142374123E2,-7.434688581E0,1.092514405E2,6.992946658E1,1.292489270E-1,1.030947178E2,1.069747448E1,6.673291886E0
2.152374109E2,-7.434695750E0,1.092514401E2,7.006697988E1,2.043640727E-1,1.030947104E2,1.040218115E1,4.754268864E0
2.162374097E2,-7.434700209E0,1.092514434E2,6.973640537E1,2.102301137E-1,1.030947061E2,1.028643270E1,3.461464285E0
2.172374094E2,-7.434703129E0,1.092514497E2,6.922563211E1,2.608328514E-1,1.030947038E2,1.022906119E1,3.000000000E0
2.182374079E2,-7.434696429E0,1.092514542E2,6.892644334E1,2.739368780E-1,1.030947112E2,1.006376792E1,3.000000000E0
2.192374080E2,-7.434668508E0,1.092514835E2,6.864276372E1,1.346078826E0,6.501336897E1,9.798012111E0,3.000000000E0
2.202374065E2,-7.434718599E0,1.092515183E2,6.874044735E1,1.492750621E0,7.079936337E1,8.470170487E0,3.000000000E0
2.212374061E2,-7.434699367E0,1.092515264E2,6.856406665E1,1.631039985E0,7.989084623E1,6.947292179E0,3.000000000E0
2.232374046E2,-7.434703926E0,1.092515642E2,6.786200112E1,1.672167952E0,8.541566927E1,6.113588899E0,3.000000000E0
2.242374038E2,-7.434700296E0,1.092515770E2,6.825056861E1,1.648819207E0,8.639177064E1,6.318917801E0,3.000000000E0
2.252374028E2,-7.434697629E0,1.092515902E2,6.829603947E1,1.648177347E0,8.673023147E1,6.636613998E0,3.000000000E0
2.262374015E2,-7.434695443E0,1.092516038E2,6.835542982E1,1.649684762E0,8.679380994E1,7.031857529E0,3.000000000E0
2.272374014E2,-7.434693531E0,1.092516177E2,6.776265886E1,1.638801510E0,8.690446404E1,7.480904464E0,3.000000000E0
2.282374008E2,-7.434708784E0,1.092516373E2,6.740990410E1,1.648683041E0,8.698197485E1,7.630954991E0,3.000000000E0
2.292374002E2,-7.434706370E0,1.092516511E2,6.823981153E1,1.611630200E0,8.796428555E1,8.178694139E0,3.000000000E0
2.302373993E2,-7.434704977E0,1.092516664E2,6.847297244E1,1.727775343E0,8.470727248E1,8.859188274E0,3.000000000E0
2.312373980E2,-7.434713325E0,1.092516683E2,6.824444440E1,8.292347807E-1,1.308931419E2,9.206807129E0,3.000000000E0
2.322373978E2,-7.434723372E0,1.092516829E2,6.843354326E1,1.098490581E0,1.226985481E2,8.953763957E0,3.000000000E0
2.332373970E2,-7.434752462E0,1.092516696E2,6.827929881E1,4.296209349E-1,1.491720615E2,8.015667010E0,3.000000000E0
2.342373966E2,-7.434786849E0,1.092516681E2,6.819679917E1,4.427835674E-1,1.491226888E2,7.258086849E0,3.000000000E0
2.352373960E2,-7.434803528E0,1.092516580E2,6.809025883E1,5.263838892E-1,1.491226886E2,6.357988025E0,3.000000000E0
2.362373953E2,-7.434814680E0,1.092516534E2,6.827550698E1,3.107203193E-1,1.491226883E2,5.929913238E0,3.000000000E0
2.372373946E2,-7.434804346E0,1.092516461E2,6.794091891E1,0.000000000E0,1.491226898E2,6.019019885E0,3.000000000E0
2.382373940E2,-7.434802440E0,1.092516390E2,6.794091891E1,0.000000000E0,1.491226898E2,5.621739361E0,3.000000000E0
2.392373931E2,-7.434800941E0,1.092516334E2,6.794091891E1,0.000000000E0,1.491226898E2,5.216960619E0,3.000000000E0
2.402373927E2,-7.434802522E0,1.092516292E2,6.794091891E1,0.000000000E0,1.491226898E2,5.820313494E0,3.000000000E0
2.412373918E2,-7.434835351E0,1.092515971E2,6.781194489E1,1.648584411E-1,1.491227071E2,4.847487331E0,3.000000000E0
2.422373914E2,-7.434848849E0,1.092515874E2,6.766664124E1,2.641954151E-1,1.491227066E2,4.605256118E0,3.000000000E0
2.432373908E2,-7.434866141E0,1.092515764E2,6.791023281E1,5.286644271E-1,1.491227056E2,4.207540724E0,3.000000000E0
2.442373898E2,-7.434876109E0,1.092515719E2,6.770535803E1,2.604098386E-1,1.491227061E2,4.278165968E0,3.000000000E0
2.452373896E2,-7.434882187E0,1.092515719E2,6.707584625E1,0.000000000E0,1.491227064E2,4.456852944E0,3.000000000E0
2.462373886E2,-7.434883769E0,1.092515654E2,6.722943464E1,0.000000000E0,1.491227071E2,4.726426224E0,3.000000000E0
2.472373881E2,-7.434884346E0,1.092515642E2,6.722943464E1,0.000000000E0,1.491227071E2,4.934094438E0,3.000000000E0
2.482373873E2,-7.434884637E0,1.092515637E2,6.722943464E1,0.000000000E0,1.491227071E2,5.135179850E0,3.000000000E0
2.492373865E2,-7.434884838E0,1.092515633E2,6.722943464E1,0.000000000E0,1.491227071E2,5.322443462E0,3.000000000E0
2.502373863E2,-7.434885026E0,1.092515629E2,6.722943464E1,0.000000000E0,1.491227071E2,5.506500237E0,3.000000000E0
2.512373855E2,-7.434885443E0,1.092515688E2,6.722943464E1,0.000000000E0,1.491227071E2,7.796691903E0,3.000000000E0
2.532373849E2,-7.434892460E0,1.092515525E2,6.722943464E1,0.000000000E0,1.491227071E2,5.921142448E0,3.000000000E0
2.542373838E2,-7.434892693E0,1.092515519E2,6.722943464E1,0.000000000E0,1.491227071E2,5.975719730E0,3.000000000E0
2.552373834E2,-7.434894452E0,1.092515472E2,6.722943464E1,0.000000000E0,1.491227071E2,5.023243062E0,3.000000000E0
2.562373829E2,-7.434895345E0,1.092515448E2,6.722943464E1,0.000000000E0,1.491227071E2,4.509779405E0,3.000000000E0
2.572373821E2,-7.434895367E0,1.092515448E2,6.722943464E1,0.000000000E0,1.491227071E2,4.647727708E0,3.000000000E0
2.582373813E2,-7.434895151E0,1.092515498E2,6.722943464E1,0.000000000E0,1.491227071E2,6.334346255E0,3.000000000E0
2.592373810E2,-7.434896041E0,1.092515461E2,6.722943464E1,0.000000000E0,1.491227071E2,5.294281161E0,3.000000000E0
2.602380047E2,-7.434896446E0,1.092515444E2,6.722943464E1,0.000000000E0,1.491227071E2,4.744851270E0,3.000000000E0
2.612380037E2,-7.434896459E0,1.092515444E2,6.722943464E1,0.000000000E0,1.491227071E2,4.770055602E0,3.000000000E0
2.622379916E2,-7.434896726E0,1.092515433E2,6.722943464E1,0.000000000E0,1.491227071E2,4.364828312E0,3.000000000E0
2.632379870E2,-7.434896739E0,1.092515432E2,6.722943464E1,0.000000000E0,1.491227071E2,4.344672462E0,3.000000000E0
2.642379708E2,-7.434896750E0,1.092515432E2,6.722943464E1,0.000000000E0,1.491227071E2,4.654708139E0,3.000000000E0
2.652379487E2,-7.434896988E0,1.092515422E2,6.722943464E1,0.000000000E0,1.491227071E2,4.495394487E0,3.000000000E0
2.662379345E2,-7.434896990E0,1.092515422E2,6.722943464E1,0.000000000E0,1.491227071E2,4.784142515E0,3.000000000E0
2.672379179E2,-7.434897010E0,1.092515421E2,6.722943464E1,0.000000000E0,1.491227071E2,5.027179043E0,3.000000000E0
2.682378949E2,-7.434897013E0,1.092515421E2,6.722943464E1,0.000000000E0,1.491227071E2,5.273553434E0,3.000000000E0
2.692378809E2,-7.434896718E0,1.092515489E2,6.722943464E1,0.000000000E0,1.491227071E2,4.669278947E0,3.000000000E0
2.702378579E2,-7.434896736E0,1.092515487E2,6.722943464E1,0.000000000E0,1.491227071E2,4.640020920E0,3.000000000E0
2.712378281E2,-7.434896899E0,1.092515474E2,6.722943464E1,0.000000000E0,1.491227071E2,4.355829310E0,3.000000000E0
2.722378085E2,-7.434896904E0,1.092515473E2,6.722943464E1,0.000000000E0,1.491227071E2,4.347202386E0,3.000000000E0
2.732377908E2,-7.434897017E0,1.092515464E2,6.722943464E1,0.000000000E0,1.491227071E2,4.137293304E0,3.000000000E0
2.742377639E2,-7.434897108E0,1.092515457E2,6.722943464E1,0.000000000E0,1.491227071E2,3.976030402E0,3.000000000E0
2.752377363E2,-7.434897175E0,1.092515451E2,6.722943464E1,0.000000000E0,1.491227071E2,3.840409140E0,3.000000000E0
2.762377093E2,-7.434897180E0,1.092515451E2,6.722943464E1,0.000000000E0,1.491227071E2,3.831293483E0,3.000000000E0
2.772376848E2,-7.434897237E0,1.092515446E2,6.722943464E1,0.000000000E0,1.491227071E2,3.759015612E0,3.000000000E0
2.782376609E2,-7.434897240E0,1.092515446E2,6.722943464E1,0.000000000E0,1.491227071E2,3.796826039E0,3.000000000E0
2.792376385E2,-7.434897242E0,1.092515446E2,6.722943464E1,0.000000000E0,1.491227071E2,3.824985544E0,3.000000000E0
2.802376169E2,-7.434897246E0,1.092515445E2,6.722943464E1,0.000000000E0,1.491227071E2,3.818109501E0,3.000000000E0
2.812375969E2,-7.434896931E0,1.092515493E2,6.722943464E1,0.000000000E0,1.491227071E2,3.744623346E0,3.000000000E0
2.832375598E2,-7.434897084E0,1.092515478E2,6.722943464E1,0.000000000E0,1.491227071E2,3.606453846E0,3.000000000E0
2.842375427E2,-7.434897148E0,1.092515471E2,6.722943464E1,0.000000000E0,1.491227071E2,3.622877332E0,3.000000000E0
2.852375259E2,-7.434897202E0,1.092515466E2,6.722943464E1,0.000000000E0,1.491227071E2,3.538002566E0,3.000000000E0
2.862375106E2,-7.434897247E0,1.092515461E2,6.722943464E1,0.000000000E0,1.491227071E2,3.450013407E0,3.000000000E0
2.872374960E2,-7.434897281E0,1.092515458E2,6.722943464E1,0.000000000E0,1.491227071E2,3.391315306E0,3.000000000E0
2.882374821E2,-7.434897283E0,1.092515458E2,6.722943464E1,0.000000000E0,1.491227071E2,3.388219672E0,3.000000000E0
2.892374682E2,-7.434897317E0,1.092515454E2,6.722943464E1,0.000000000E0,1.491227071E2,3.522233853E0,3.000000000E0
2.902374558E2,-7.434897348E0,1.092515451E2,6.722943464E1,0.000000000E0,1.491227071E2,3.454311380E0,3.000000000E0
2.912374438E2,-7.434897374E0,1.092515449E2,6.722943464E1,0.000000000E0,1.491227071E2,3.394798605E0,3.000000000E0
2.922374321E2,-7.434897374E0,1.092515449E2,6.722943464E1,0.000000000E0,1.491227071E2,3.425667363E0,3.000000000E0
2.932374204E2,-7.434897375E0,1.092515448E2,6.722943464E1,0.000000000E0,1.491227071E2,3.422653609E0,3.000000000E0
2.942374099E2,-7.434897376E0,1.092515448E2,6.722943464E1,0.000000000E0,1.491227071E2,3.423249049E0,3.000000000E0
2.952373998E2,-7.434897399E0,1.092515446E2,6.722943464E1,0.000000000E0,1.491227071E2,3.368738400E0,3.000000000E0
2.962373906E2,-7.434897419E0,1.092515444E2,6.722943464E1,0.000000000E0,1.491227071E2,3.321183983E0,3.000000000E0
2.972373801E2,-7.434897420E0,1.092515444E2,6.722943464E1,0.000000000E0,1.491227071E2,3.357929032E0,3.000000000E0
2.982373717E2,-7.434897438E0,1.092515442E2,6.722943464E1,0.000000000E0,1.491227071E2,3.313162743E0,3.000000000E0
2.992373630E2,-7.434897439E0,1.092515442E2,6.722943464E1,0.000000000E0,1.491227071E2,3.312090670E0,3.000000000E0
3.002373549E2,-7.434897456E0,1.092515440E2,6.722943464E1,0.000000000E0,1.491227071E2,3.270855419E0,3.000000000E0
3.012373469E2,-7.434897457E0,1.092515440E2,6.722943464E1,0.000000000E0,1.491227071E2,3.269069853E0,3.000000000E0
3.022373391E2,-7.434897475E0,1.092515438E2,6.722943464E1,0.000000000E0,1.491227071E2,3.406271324E0,3.000000000E0
3.032373312E2,-7.434897476E0,1.092515438E2,6.722943464E1,0.000000000E0,1.491227071E2,3.406139777E0,3.000000000E0
3.042373241E2,-7.434897477E0,1.092515438E2,6.722943464E1,0.000000000E0,1.491227071E2,3.432197415E0,3.000000000E0
3.052373170E2,-7.434897235E0,1.092515475E2,6.722943464E1,0.000000000E0,1.491227071E2,3.338275723E0,3.000000000E0
3.062373103E2,-7.434897258E0,1.092515472E2,6.722943464E1,0.000000000E0,1.491227071E2,3.405360483E0,3.000000000E0
3.072373044E2,-7.434897258E0,1.092515472E2,6.722943464E1,0.000000000E0,1.491227071E2,3.647321928E0,3.000000000E0
3.082372984E2,-7.434897639E0,1.092515485E2,6.807877278E1,6.184399269E-2,1.491227009E2,3.952914492E0,3.000000000E0
3.092372922E2,-7.434898544E0,1.092515498E2,6.781409736E1,1.521528903E-2,1.491227006E2,4.154840415E0,3.000000000E0
3.102372849E2,-7.434898714E0,1.092515499E2,6.749639587E1,0.000000000E0,1.491227007E2,4.545825908E0,3.000000000E0
3.112372789E2,-7.434898026E0,1.092515517E2,6.775526217E1,3.175588803E-2,1.491226950E2,4.731835468E0,3.000000000E0
3.122372745E2,-7.434897878E0,1.092515542E2,6.789928230E1,1.834770538E-2,1.491226964E2,4.946620820E0,3.000000000E0
3.132372681E2,-7.434897994E0,1.092515543E2,6.791164814E1,0.000000000E0,1.491226964E2,5.404087100E0,3.000000000E0
3.152372576E2,-7.434896517E0,1.092515638E2,6.766475999E1,5.438496304E-2,1.491226940E2,5.798454933E0,3.000000000E0
3.162372521E2,-7.434896851E0,1.092515642E2,6.766742487E1,0.000000000E0,1.491226940E2,6.622123404E0,3.000000000E0
3.172372475E2,-7.434896792E0,1.092515644E2,6.766742487E1,0.000000000E0,1.491226940E2,7.313176999E0,3.000000000E0
3.182372427E2,-7.434895378E0,1.092515690E2,6.766742487E1,0.000000000E0,1.491226940E2,7.176700213E0,3.000000000E0
3.192372378E2,-7.434896454E0,1.092515707E2,6.744791555E1,8.592057886E-2,1.491226918E2,7.308277770E0,3.000000000E0
3.202372327E2,-7.434896959E0,1.092515715E2,6.743697890E1,0.000000000E0,1.491226918E2,7.498785092E0,3.000000000E0
3.212372272E2,-7.434896914E0,1.092515721E2,6.743697890E1,0.000000000E0,1.491226918E2,7.630012796E0,3.000000000E0
3.222372226E2,-7.434896864E0,1.092515728E2,6.743697890E1,0.000000000E0,1.491226918E2,7.745345440E0,3.000000000E0
3.232372190E2,-7.434896813E0,1.092515734E2,6.743697890E1,0.000000000E0,1.491226918E2,7.702208884E0,3.000000000E0
3.242372139E2,-7.434896305E0,1.092515799E2,6.743697890E1,0.000000000E0,1.491226918E2,7.137846909E0,3.000000000E0
3.252372096E2,-7.434896267E0,1.092515804E2,6.743697890E1,0.000000000E0,1.491226918E2,7.211397624E0,3.000000000E0
3.262372054E2,-7.434895895E0,1.092515851E2,6.743697890E1,0.000000000E0,1.491226918E2,6.782148282E0,3.000000000E0
3.272372007E2,-7.434895868E0,1.092515854E2,6.743697890E1,0.000000000E0,1.491226918E2,6.747608345E0,3.000000000E0
3.282371966E2,-7.434895840E0,1.092515858E2,6.743697890E1,0.000000000E0,1.491226918E2,6.711492375E0,3.000000000E0
3.292371923E2,-7.434895809E0,1.092515862E2,6.743697890E1,0.000000000E0,1.491226918E2,6.796381984E0,3.000000000E0
3.302371885E2,-7.434895777E0,1.092515866E2,6.743697890E1,0.000000000E0,1.491226918E2,6.754048755E0,3.000000000E0
3.312371849E2,-7.434895744E0,1.092515870E2,6.743697890E1,0.000000000E0,1.491226918E2,6.710708836E0,3.000000000E0
3.322371802E2,-7.434895710E0,1.092515874E2,6.743697890E1,0.000000000E0,1.491226918E2,6.665764794E0,3.000000000E0
3.332371757E2,-7.434895675E0,1.092515879E2,6.743697890E1,0.000000000E0,1.491226918E2,6.618717019E0,3.000000000E0
3.342371724E2,-7.434895640E0,1.092515883E2,6.743697890E1,0.000000000E0,1.491226918E2,6.570177910E0,3.000000000E0
3.352371683E2,-7.434895240E0,1.092515934E2,6.743697890E1,0.000000000E0,1.491226918E2,5.994024087E0,3.000000000E0
3.362371643E2,-7.434894642E0,1.092516009E2,6.743697890E1,0.000000000E0,1.491226918E2,5.705053049E0,3.000000000E0
3.372371597E2,-7.434894624E0,1.092516012E2,6.743697890E1,0.000000000E0,1.491226918E2,5.667500834E0,3.000000000E0
3.382371563E2,-7.434894605E0,1.092516014E2,6.743697890E1,0.000000000E0,1.491226918E2,5.628029987E0,3.000000000E0
3.392371521E2,-7.434894585E0,1.092516017E2,6.743697890E1,0.000000000E0,1.491226918E2,5.586925822E0,3.000000000E0
3.402371483E2,-7.434894564E0,1.092516019E2,6.743697890E1,0.000000000E0,1.491226918E2,5.544329687E0,3.000000000E0
3.412371449E2,-7.434894543E0,1.092516022E2,6.743697890E1,0.000000000E0,1.491226918E2,5.500557855E0,3.000000000E0
3.422371408E2,-7.434894523E0,1.092516025E2,6.743697890E1,0.000000000E0,1.491226918E2,5.455810951E0,3.000000000E0
3.432371371E2,-7.434894501E0,1.092516027E2,6.743697890E1,0.000000000E0,1.491226918E2,5.409472287E0,3.000000000E0
3.442371334E2,-7.434894495E0,1.092516028E2,6.743697890E1,0.000000000E0,1.491226918E2,5.398696616E0,3.000000000E0
3.452371299E2,-7.434894473E0,1.092516031E2,6.743697890E1,0.000000000E0,1.491226918E2,5.360404850E0,3.000000000E0
3.462371266E2,-7.434894451E0,1.092516034E2,6.743697890E1,0.000000000E0,1.491226918E2,5.311723649E0,3.000000000E0
3.472371221E2,-7.434894429E0,1.092516036E2,6.743697890E1,0.000000000E0,1.491226918E2,5.263293861E0,3.000000000E0
3.482371185E2,-7.434890482E0,1.092516060E2,6.729457603E1,2.458105636E-1,1.491226960E2,4.649023605E0,3.000000000E0
3.492371149E2,-7.434890506E0,1.092516062E2,6.789117620E1,2.688700107E-1,1.491226955E2,4.627863097E0,3.000000000E0
3.502371107E2,-7.434889631E0,1.092516040E2,6.733258263E1,3.445966784E-1,1.491226973E2,4.696211261E0,3.000000000E0
3.512371074E2,-7.434890166E0,1.092516020E2,6.794046350E1,3.360688363E-1,1.491226987E2,4.879127706E0,3.000000000E0
3.522371033E2,-7.434887702E0,1.092516037E2,6.815464385E1,8.922969757E-2,1.491226932E2,5.182122099E0,3.000000000E0
3.532371001E2,-7.434888341E0,1.092516075E2,6.796518529E1,2.591550590E-1,1.491226893E2,5.347781816E0,3.000000000E0
3.542370968E2,-7.434890294E0,1.092516107E2,6.785247134E1,1.145038500E-1,1.491226913E2,5.522890763E0,3.000000000E0
3.552370927E2,-7.434890784E0,1.092516111E2,6.784657133E1,0.000000000E0,1.491226913E2,5.925035909E0,3.000000000E0
3.562370899E2,-7.434885775E0,1.092516119E2,6.784657133E1,0.000000000E0,1.491226913E2,5.596206645E0,3.000000000E0
3.572370859E2,-7.434886767E0,1.092516102E2,6.784219551E1,0.000000000E0,1.491226930E2,6.023110651E0,3.000000000E0
3.582370827E2,-7.434886276E0,1.092516087E2,6.788810679E1,9.679704057E-2,1.491226947E2,5.600057397E0,3.000000000E0
3.592370784E2,-7.434886675E0,1.092516095E2,6.783347037E1,1.998232917E-1,1.491226929E2,5.448085752E0,3.000000000E0
3.602370752E2,-7.434889105E0,1.092516156E2,6.765141571E1,2.737133917E-1,1.491226927E2,5.658661168E0,3.000000000E0
3.612370721E2,-7.434889294E0,1.092516208E2,6.786548861E1,5.942003847E-1,1.491226885E2,6.192079377E0,3.000000000E0
3.622370679E2,-7.434891734E0,1.092516258E2,6.771466186E1,5.018920716E-1,1.491226884E2,6.171687700E0,3.000000000E0
3.632370644E2,-7.434893091E0,1.092516265E2,6.795194385E1,4.448198422E-2,1.491226914E2,6.277502815E0,3.000000000E0
3.642370616E2,-7.434893194E0,1.092516267E2,6.783472264E1,3.235665974E-2,1.491226913E2,6.381293612E0,3.000000000E0
3.652370574E2,-7.434893284E0,1.092516264E2,6.790047041E1,0.000000000E0,1.491226915E2,6.616947500E0,3.000000000E0
3.662370546E2,-7.434892501E0,1.092516303E2,6.790047041E1,0.000000000E0,1.491226915E2,8.490830239E0,3.000000000E0
3.672370507E2,-7.434894141E0,1.092516318E2,6.783257238E1,2.870740890E-2,1.491226908E2,8.540504236E0,3.000000000E0
3.682370472E2,-7.434892435E0,1.092516316E2,6.787312081E1,4.869258072E-2,1.491226907E2,8.565705179E0,3.000000000E0
3.692370440E2,-7.434888699E0,1.092516317E2,6.785767807E1,1.199499068E-1,1.491226890E2,7.333516109E0,3.000000000E0
3.702370404E2,-7.434889761E0,1.092516310E2,6.801341999E1,1.361304489E-1,1.491226896E2,7.625560674E0,3.000000000E0
3.712370366E2,-7.434889586E0,1.092516309E2,6.754853679E1,3.040978403E-1,1.491226897E2,7.065706926E0,3.000000000E0
3.722370329E2,-7.434890524E0,1.092516367E2,6.754540365E1,0.000000000E0,1.491226898E2,6.899393824E0,3.000000000E0
3.732370292E2,-7.434890379E0,1.092516365E2,6.754540365E1,0.000000000E0,1.491226898E2,7.004771136E0,3.000000000E0
3.742370260E2,-7.434890350E0,1.092516364E2,6.754540365E1,0.000000000E0,1.491226898E2,7.147411237E0,3.000000000E0
3.762370194E2,-7.434890022E0,1.092516389E2,6.754540365E1,0.000000000E0,1.491226898E2,7.487631258E0,3.000000000E0
3.772370156E2,-7.434889857E0,1.092516386E2,6.754540365E1,0.000000000E0,1.491226898E2,7.514930183E0,3.000000000E0
3.782370120E2,-7.434889695E0,1.092516382E2,6.754540365E1,0.000000000E0,1.491226898E2,7.509004210E0,3.000000000E0
3.792370080E2,-7.434889531E0,1.092516379E2,6.754540365E1,0.000000000E0,1.491226898E2,7.496484275E0,3.000000000E0
3.802370051E2,-7.434885536E0,1.092516443E2,6.782538603E1,4.918461640E-2,1.491226870E2,7.478039196E0,3.000000000E0
3.812370014E2,-7.434886734E0,1.092516503E2,6.785836176E1,0.000000000E0,1.491226861E2,7.196558954E0,3.000000000E0
3.822369983E2,-7.434883621E0,1.092516485E2,6.777828056E1,0.000000000E0,1.491226864E2,6.154364833E0,3.000000000E0
3.832369946E2,-7.434883634E0,1.092516476E2,6.780299852E1,1.186208534E-2,1.491226867E2,6.316700719E0,3.000000000E0
3.842369918E2,-7.434883146E0,1.092516420E2,6.806894845E1,1.971361748E-1,1.491226896E2,5.525016461E0,3.000000000E0
3.852369874E2,-7.434889902E0,1.092516416E2,6.815364610E1,0.000000000E0,1.491226908E2,6.256989149E0,3.000000000E0
3.862376071E2,-7.434890596E0,1.092516404E2,6.815364610E1,0.000000000E0,1.491226908E2,6.671314144E0,3.000000000E0
3.872376084E2,-7.434890790E0,1.092516435E2,6.815364610E1,0.000000000E0,1.491226908E2,7.636706455E0,3.000000000E0
3.882376016E2,-7.434891204E0,1.092516426E2,6.815364610E1,0.000000000E0,1.491226908E2,7.629696360E0,3.000000000E0
3.892375964E2,-7.434893790E0,1.092516368E2,6.815364610E1,0.000000000E0,1.491226908E2,6.378278437E0,3.000000000E0
3.902375927E2,-7.434893809E0,1.092516368E2,6.815364610E1,0.000000000E0,1.491226908E2,6.394699876E0,3.000000000E0
3.912375777E2,-7.434893935E0,1.092516365E2,6.815364610E1,0.000000000E0,1.491226908E2,6.515776784E0,3.000000000E0
3.922375672E2,-7.434895249E0,1.092516336E2,6.815364610E1,0.000000000E0,1.491226908E2,5.719764731E0,3.000000000E0
3.932375592E2,-7.434895297E0,1.092516335E2,6.815364610E1,0.000000000E0,1.491226908E2,5.682631308E0,3.000000000E0
3.942375439E2,-7.434895943E0,1.092516320E2,6.815364610E1,0.000000000E0,1.491226908E2,5.340195985E0,3.000000000E0
3.952375381E2,-7.434896287E0,1.092516312E2,6.815364610E1,0.000000000E0,1.491226908E2,5.073209683E0,3.000000000E0
3.962375268E2,-7.434896314E0,1.092516312E2,6.815364610E1,0.000000000E0,1.491226908E2,5.259603091E0,3.000000000E0
3.972375087E2,-7.434896316E0,1.092516312E2,6.815364610E1,0.000000000E0,1.491226908E2,5.393216083E0,3.000000000E0
3.982375031E2,-7.434896335E0,1.092516311E2,6.815364610E1,0.000000000E0,1.491226908E2,5.375154817E0,3.000000000E0
3.992374899E2,-7.434896651E0,1.092516304E2,6.815364610E1,0.000000000E0,1.491226908E2,5.037263935E0,3.000000000E0
4.002374737E2,-7.434896876E0,1.092516299E2,6.815364610E1,0.000000000E0,1.491226908E2,4.839536491E0,3.000000000E0
4.012374568E2,-7.434897064E0,1.092516295E2,6.815364610E1,0.000000000E0,1.491226908E2,4.718435401E0,3.000000000E0
4.022374411E2,-7.434897064E0,1.092516295E2,6.815364610E1,0.000000000E0,1.491226908E2,4.831682644E0,3.000000000E0
4.032374256E2,-7.434897207E0,1.092516292E2,6.815364610E1,0.000000000E0,1.491226908E2,4.662993384E0,3.000000000E0
4.042374116E2,-7.434897316E0,1.092516289E2,6.815364610E1,0.000000000E0,1.491226908E2,4.513595140E0,3.000000000E0
4.052373976E2,-7.434897320E0,1.092516289E2,6.815364610E1,0.000000000E0,1.491226908E2,4.697712295E0,3.000000000E0
